CountyID,County,State,State Abbrev,Territory,Region,District
17031,Cook County,Illinois,IL,IL3,Central,Heartland
17197,Will County,Illinois,IL,IL3,Central,Heartland
17043,DuPage County,Illinois,IL,IL1,Central,Heartland
17097,Lake County,Illinois,IL,IL1,Central,Heartland
17089,Kane County,Illinois,IL,IL2,Central,Heartland
17163,St. Clair County,Illinois,IL,IL2,Central,Heartland
17111,McHenry County,Illinois,IL,IL1,Central,Heartland
17201,Winnebago County,Illinois,IL,IL3,Central,Heartland
17143,Peoria County,Illinois,IL,IL3,Central,Heartland
17119,Madison County,Illinois,IL,IL3,Central,Heartland
17113,McLean County,Illinois,IL,IL3,Central,Heartland
17167,Sangamon County,Illinois,IL,IL3,Central,Heartland
17019,Champaign County,Illinois,IL,IL1,Central,Heartland
17161,Rock Island County,Illinois,IL,IL2,Central,Heartland
17179,Tazewell County,Illinois,IL,IL2,Central,Heartland
17099,LaSalle County,Illinois,IL,IL1,Central,Heartland
17093,Kendall County,Illinois,IL,IL1,Central,Heartland
17115,Macon County,Illinois,IL,IL1,Central,Heartland
17037,DeKalb County,Illinois,IL,IL1,Central,Heartland
17183,Vermilion County,Illinois,IL,IL1,Central,Heartland
17199,Williamson County,Illinois,IL,IL3,Central,Heartland
17195,Whiteside County,Illinois,IL,IL1,Central,Heartland
17001,Adams County,Illinois,IL,IL1,Central,Heartland
17141,Ogle County,Illinois,IL,IL3,Central,Heartland
17077,Jackson County,Illinois,IL,IL2,Central,Heartland
17091,Kankakee County,Illinois,IL,IL1,Central,Heartland
17007,Boone County,Illinois,IL,IL1,Central,Heartland
17177,Stephenson County,Illinois,IL,IL2,Central,Heartland
17029,Coles County,Illinois,IL,IL1,Central,Heartland
17063,Grundy County,Illinois,IL,IL1,Central,Heartland
17203,Woodford County,Illinois,IL,IL2,Central,Heartland
17103,Lee County,Illinois,IL,IL2,Central,Heartland
17081,Jefferson County,Illinois,IL,IL2,Central,Heartland
17021,Christian County,Illinois,IL,IL3,Central,Heartland
17057,Fulton County,Illinois,IL,IL3,Central,Heartland
17117,Macoupin County,Illinois,IL,IL1,Central,Heartland
17073,Henry County,Illinois,IL,IL3,Central,Heartland
17027,Clinton County,Illinois,IL,IL2,Central,Heartland
17075,Iroquois County,Illinois,IL,IL3,Central,Heartland
17095,Knox County,Illinois,IL,IL1,Central,Heartland
17121,Marion County,Illinois,IL,IL3,Central,Heartland
17109,McDonough County,Illinois,IL,IL3,Central,Heartland
17135,Montgomery County,Illinois,IL,IL2,Central,Heartland
17165,Saline County,Illinois,IL,IL3,Central,Heartland
17041,Douglas County,Illinois,IL,IL2,Central,Heartland
17055,Franklin County,Illinois,IL,IL1,Central,Heartland
17137,Morgan County,Illinois,IL,IL1,Central,Heartland
17145,Perry County,Illinois,IL,IL2,Central,Heartland
17085,Jo Daviess County,Illinois,IL,IL2,Central,Heartland
17011,Bureau County,Illinois,IL,IL1,Central,Heartland
17107,Logan County,Illinois,IL,IL2,Central,Heartland
17105,Livingston County,Illinois,IL,IL3,Central,Heartland
17045,Edgar County,Illinois,IL,IL1,Central,Heartland
17083,Jersey County,Illinois,IL,IL1,Central,Heartland
17133,Monroe County,Illinois,IL,IL2,Central,Heartland
17033,Crawford County,Illinois,IL,IL3,Central,Heartland
17187,Warren County,Illinois,IL,IL3,Central,Heartland
17049,Effingham County,Illinois,IL,IL1,Central,Heartland
17147,Piatt County,Illinois,IL,IL3,Central,Heartland
17157,Randolph County,Illinois,IL,IL2,Central,Heartland
17139,Moultrie County,Illinois,IL,IL2,Central,Heartland
17005,Bond County,Illinois,IL,IL2,Central,Heartland
17193,White County,Illinois,IL,IL1,Central,Heartland
17067,Hancock County,Illinois,IL,IL2,Central,Heartland
17051,Fayette County,Illinois,IL,IL1,Central,Heartland
17159,Richland County,Illinois,IL,IL3,Central,Heartland
17173,Shelby County,Illinois,IL,IL1,Central,Heartland
17017,Cass County,Illinois,IL,IL2,Central,Heartland
17191,Wayne County,Illinois,IL,IL1,Central,Heartland
17149,Pike County,Illinois,IL,IL3,Central,Heartland
17181,Union County,Illinois,IL,IL3,Central,Heartland
17123,Marshall County,Illinois,IL,IL3,Central,Heartland
17061,Greene County,Illinois,IL,IL2,Central,Heartland
17025,Clay County,Illinois,IL,IL3,Central,Heartland
17039,De Witt County,Illinois,IL,IL1,Central,Heartland
17131,Mercer County,Illinois,IL,IL3,Central,Heartland
17185,Wabash County,Illinois,IL,IL2,Central,Heartland
17189,Washington County,Illinois,IL,IL2,Central,Heartland
17087,Johnson County,Illinois,IL,IL3,Central,Heartland
17079,Jasper County,Illinois,IL,IL1,Central,Heartland
17129,Menard County,Illinois,IL,IL2,Central,Heartland
17127,Massac County,Illinois,IL,IL2,Central,Heartland
17101,Lawrence County,Illinois,IL,IL3,Central,Heartland
17023,Clark County,Illinois,IL,IL3,Central,Heartland
17015,Carroll County,Illinois,IL,IL3,Central,Heartland
17125,Mason County,Illinois,IL,IL3,Central,Heartland
17009,Brown County,Illinois,IL,IL3,Central,Heartland
17053,Ford County,Illinois,IL,IL2,Central,Heartland
17171,Scott County,Illinois,IL,IL2,Central,Heartland
17003,Alexander County,Illinois,IL,IL2,Central,Heartland
17035,Cumberland County,Illinois,IL,IL3,Central,Heartland
17047,Edwards County,Illinois,IL,IL2,Central,Heartland
17071,Henderson County,Illinois,IL,IL2,Central,Heartland
17069,Hardin County,Illinois,IL,IL3,Central,Heartland
17059,Gallatin County,Illinois,IL,IL2,Central,Heartland
17065,Hamilton County,Illinois,IL,IL3,Central,Heartland
17175,Stark County,Illinois,IL,IL2,Central,Heartland
17169,Schuyler County,Illinois,IL,IL1,Central,Heartland
17153,Pulaski County,Illinois,IL,IL2,Central,Heartland
17013,Calhoun County,Illinois,IL,IL2,Central,Heartland
17155,Putnam County,Illinois,IL,IL2,Central,Heartland
17151,Pope County,Illinois,IL,IL2,Central,Heartland
18097,Marion County,Indiana,IN,IN2,Central,Heartland
18089,Lake County,Indiana,IN,IN2,Central,Heartland
18057,Hamilton County,Indiana,IN,IN2,Central,Heartland
18141,St. Joseph County,Indiana,IN,IN1,Central,Heartland
18003,Allen County,Indiana,IN,IN3,Central,Heartland
18163,Vanderburgh County,Indiana,IN,IN3,Central,Heartland
18127,Porter County,Indiana,IN,IN2,Central,Heartland
18157,Tippecanoe County,Indiana,IN,IN1,Central,Heartland
18081,Johnson County,Indiana,IN,IN2,Central,Heartland
18063,Hendricks County,Indiana,IN,IN1,Central,Heartland
18095,Madison County,Indiana,IN,IN3,Central,Heartland
18039,Elkhart County,Indiana,IN,IN2,Central,Heartland
18091,LaPorte County,Indiana,IN,IN3,Central,Heartland
18035,Delaware County,Indiana,IN,IN3,Central,Heartland
18167,Vigo County,Indiana,IN,IN3,Central,Heartland
18067,Howard County,Indiana,IN,IN1,Central,Heartland
18005,Bartholomew County,Indiana,IN,IN2,Central,Heartland
18105,Monroe County,Indiana,IN,IN3,Central,Heartland
18053,Grant County,Indiana,IN,IN2,Central,Heartland
18059,Hancock County,Indiana,IN,IN1,Central,Heartland
18019,Clark County,Indiana,IN,IN3,Central,Heartland
18173,Warrick County,Indiana,IN,IN2,Central,Heartland
18043,Floyd County,Indiana,IN,IN2,Central,Heartland
18177,Wayne County,Indiana,IN,IN2,Central,Heartland
18109,Morgan County,Indiana,IN,IN2,Central,Heartland
18093,Lawrence County,Indiana,IN,IN2,Central,Heartland
18085,Kosciusko County,Indiana,IN,IN2,Central,Heartland
18029,Dearborn County,Indiana,IN,IN3,Central,Heartland
18103,Miami County,Indiana,IN,IN3,Central,Heartland
18099,Marshall County,Indiana,IN,IN2,Central,Heartland
18113,Noble County,Indiana,IN,IN1,Central,Heartland
18183,Whitley County,Indiana,IN,IN2,Central,Heartland
18087,LaGrange County,Indiana,IN,IN1,Central,Heartland
18011,Boone County,Indiana,IN,IN1,Central,Heartland
18017,Cass County,Indiana,IN,IN2,Central,Heartland
18077,Jefferson County,Indiana,IN,IN1,Central,Heartland
18065,Henry County,Indiana,IN,IN2,Central,Heartland
18073,Jasper County,Indiana,IN,IN2,Central,Heartland
18107,Montgomery County,Indiana,IN,IN1,Central,Heartland
18023,Clinton County,Indiana,IN,IN3,Central,Heartland
18137,Ripley County,Indiana,IN,IN2,Central,Heartland
18055,Greene County,Indiana,IN,IN1,Central,Heartland
18031,Decatur County,Indiana,IN,IN1,Central,Heartland
18169,Wabash County,Indiana,IN,IN1,Central,Heartland
18135,Randolph County,Indiana,IN,IN3,Central,Heartland
18071,Jackson County,Indiana,IN,IN2,Central,Heartland
18179,Wells County,Indiana,IN,IN3,Central,Heartland
18033,DeKalb County,Indiana,IN,IN3,Central,Heartland
18151,Steuben County,Indiana,IN,IN1,Central,Heartland
18145,Shelby County,Indiana,IN,IN3,Central,Heartland
18049,Fulton County,Indiana,IN,IN1,Central,Heartland
18149,Starke County,Indiana,IN,IN1,Central,Heartland
18083,Knox County,Indiana,IN,IN2,Central,Heartland
18041,Fayette County,Indiana,IN,IN1,Central,Heartland
18079,Jennings County,Indiana,IN,IN1,Central,Heartland
18001,Adams County,Indiana,IN,IN2,Central,Heartland
18037,Dubois County,Indiana,IN,IN3,Central,Heartland
18051,Gibson County,Indiana,IN,IN2,Central,Heartland
18069,Huntington County,Indiana,IN,IN2,Central,Heartland
18061,Harrison County,Indiana,IN,IN3,Central,Heartland
18027,Daviess County,Indiana,IN,IN1,Central,Heartland
18123,Perry County,Indiana,IN,IN2,Central,Heartland
18075,Jay County,Indiana,IN,IN2,Central,Heartland
18015,Carroll County,Indiana,IN,IN3,Central,Heartland
18133,Putnam County,Indiana,IN,IN1,Central,Heartland
18047,Franklin County,Indiana,IN,IN1,Central,Heartland
18159,Tipton County,Indiana,IN,IN3,Central,Heartland
18175,Washington County,Indiana,IN,IN1,Central,Heartland
18165,Vermillion County,Indiana,IN,IN1,Central,Heartland
18181,White County,Indiana,IN,IN3,Central,Heartland
18139,Rush County,Indiana,IN,IN2,Central,Heartland
18153,Sullivan County,Indiana,IN,IN3,Central,Heartland
18119,Owen County,Indiana,IN,IN2,Central,Heartland
18129,Posey County,Indiana,IN,IN3,Central,Heartland
18021,Clay County,Indiana,IN,IN1,Central,Heartland
18117,Orange County,Indiana,IN,IN2,Central,Heartland
18009,Blackford County,Indiana,IN,IN3,Central,Heartland
18143,Scott County,Indiana,IN,IN2,Central,Heartland
18045,Fountain County,Indiana,IN,IN2,Central,Heartland
18147,Spencer County,Indiana,IN,IN3,Central,Heartland
18121,Parke County,Indiana,IN,IN1,Central,Heartland
18111,Newton County,Indiana,IN,IN3,Central,Heartland
18101,Martin County,Indiana,IN,IN1,Central,Heartland
18013,Brown County,Indiana,IN,IN2,Central,Heartland
18007,Benton County,Indiana,IN,IN2,Central,Heartland
18155,Switzerland County,Indiana,IN,IN2,Central,Heartland
18125,Pike County,Indiana,IN,IN3,Central,Heartland
18161,Union County,Indiana,IN,IN3,Central,Heartland
18131,Pulaski County,Indiana,IN,IN3,Central,Heartland
18025,Crawford County,Indiana,IN,IN1,Central,Heartland
18115,Ohio County,Indiana,IN,IN2,Central,Heartland
18171,Warren County,Indiana,IN,IN3,Central,Heartland
39035,Cuyahoga County,Ohio,OH,OH2,Central,Heartland
39061,Hamilton County,Ohio,OH,OH1,Central,Heartland
39049,Franklin County,Ohio,OH,OH1,Central,Heartland
39017,Butler County,Ohio,OH,OH3,Central,Heartland
39153,Summit County,Ohio,OH,OH3,Central,Heartland
39113,Montgomery County,Ohio,OH,OH2,Central,Heartland
39151,Stark County,Ohio,OH,OH1,Central,Heartland
39095,Lucas County,Ohio,OH,OH3,Central,Heartland
39093,Lorain County,Ohio,OH,OH2,Central,Heartland
39085,Lake County,Ohio,OH,OH1,Central,Heartland
39099,Mahoning County,Ohio,OH,OH1,Central,Heartland
39103,Medina County,Ohio,OH,OH2,Central,Heartland
39041,Delaware County,Ohio,OH,OH3,Central,Heartland
39025,Clermont County,Ohio,OH,OH1,Central,Heartland
39165,Warren County,Ohio,OH,OH1,Central,Heartland
39089,Licking County,Ohio,OH,OH3,Central,Heartland
39057,Greene County,Ohio,OH,OH2,Central,Heartland
39029,Columbiana County,Ohio,OH,OH3,Central,Heartland
39139,Richland County,Ohio,OH,OH2,Central,Heartland
39109,Miami County,Ohio,OH,OH1,Central,Heartland
39155,Trumbull County,Ohio,OH,OH2,Central,Heartland
39045,Fairfield County,Ohio,OH,OH3,Central,Heartland
39023,Clark County,Ohio,OH,OH2,Central,Heartland
39133,Portage County,Ohio,OH,OH2,Central,Heartland
39173,Wood County,Ohio,OH,OH2,Central,Heartland
39141,Ross County,Ohio,OH,OH3,Central,Heartland
39013,Belmont County,Ohio,OH,OH2,Central,Heartland
39145,Scioto County,Ohio,OH,OH2,Central,Heartland
39007,Ashtabula County,Ohio,OH,OH1,Central,Heartland
39003,Allen County,Ohio,OH,OH1,Central,Heartland
39169,Wayne County,Ohio,OH,OH1,Central,Heartland
39063,Hancock County,Ohio,OH,OH1,Central,Heartland
39009,Athens County,Ohio,OH,OH1,Central,Heartland
39143,Sandusky County,Ohio,OH,OH1,Central,Heartland
39081,Jefferson County,Ohio,OH,OH1,Central,Heartland
39043,Erie County,Ohio,OH,OH3,Central,Heartland
39055,Geauga County,Ohio,OH,OH1,Central,Heartland
39157,Tuscarawas County,Ohio,OH,OH2,Central,Heartland
39119,Muskingum County,Ohio,OH,OH3,Central,Heartland
39167,Washington County,Ohio,OH,OH1,Central,Heartland
39101,Marion County,Ohio,OH,OH3,Central,Heartland
39091,Logan County,Ohio,OH,OH3,Central,Heartland
39147,Seneca County,Ohio,OH,OH2,Central,Heartland
39051,Fulton County,Ohio,OH,OH3,Central,Heartland
39011,Auglaize County,Ohio,OH,OH3,Central,Heartland
39129,Pickaway County,Ohio,OH,OH2,Central,Heartland
39097,Madison County,Ohio,OH,OH1,Central,Heartland
39083,Knox County,Ohio,OH,OH1,Central,Heartland
39087,Lawrence County,Ohio,OH,OH3,Central,Heartland
39031,Coshocton County,Ohio,OH,OH3,Central,Heartland
39077,Huron County,Ohio,OH,OH3,Central,Heartland
39015,Brown County,Ohio,OH,OH1,Central,Heartland
39071,Highland County,Ohio,OH,OH2,Central,Heartland
39149,Shelby County,Ohio,OH,OH2,Central,Heartland
39123,Ottawa County,Ohio,OH,OH3,Central,Heartland
39127,Perry County,Ohio,OH,OH3,Central,Heartland
39079,Jackson County,Ohio,OH,OH3,Central,Heartland
39159,Union County,Ohio,OH,OH2,Central,Heartland
39021,Champaign County,Ohio,OH,OH3,Central,Heartland
39033,Crawford County,Ohio,OH,OH2,Central,Heartland
39027,Clinton County,Ohio,OH,OH2,Central,Heartland
39059,Guernsey County,Ohio,OH,OH2,Central,Heartland
39135,Preble County,Ohio,OH,OH2,Central,Heartland
39005,Ashland County,Ohio,OH,OH2,Central,Heartland
39171,Williams County,Ohio,OH,OH2,Central,Heartland
39047,Fayette County,Ohio,OH,OH1,Central,Heartland
39037,Darke County,Ohio,OH,OH1,Central,Heartland
39131,Pike County,Ohio,OH,OH3,Central,Heartland
39117,Morrow County,Ohio,OH,OH1,Central,Heartland
39069,Henry County,Ohio,OH,OH2,Central,Heartland
39105,Meigs County,Ohio,OH,OH1,Central,Heartland
39075,Holmes County,Ohio,OH,OH3,Central,Heartland
39053,Gallia County,Ohio,OH,OH1,Central,Heartland
39073,Hocking County,Ohio,OH,OH3,Central,Heartland
39107,Mercer County,Ohio,OH,OH2,Central,Heartland
39065,Hardin County,Ohio,OH,OH1,Central,Heartland
39039,Defiance County,Ohio,OH,OH2,Central,Heartland
39137,Putnam County,Ohio,OH,OH1,Central,Heartland
39001,Adams County,Ohio,OH,OH2,Central,Heartland
39161,Van Wert County,Ohio,OH,OH2,Central,Heartland
39019,Carroll County,Ohio,OH,OH3,Central,Heartland
39175,Wyandot County,Ohio,OH,OH3,Central,Heartland
39111,Monroe County,Ohio,OH,OH3,Central,Heartland
39121,Noble County,Ohio,OH,OH1,Central,Heartland
39125,Paulding County,Ohio,OH,OH3,Central,Heartland
39115,Morgan County,Ohio,OH,OH2,Central,Heartland
39067,Harrison County,Ohio,OH,OH2,Central,Heartland
39163,Vinton County,Ohio,OH,OH3,Central,Heartland
26163,Wayne County,Michigan,MI,MI3,Central,Heartland
26099,Macomb County,Michigan,MI,MI2,Central,Heartland
26125,Oakland County,Michigan,MI,MI1,Central,Heartland
26081,Kent County,Michigan,MI,MI2,Central,Heartland
26049,Genesee County,Michigan,MI,MI3,Central,Heartland
26161,Washtenaw County,Michigan,MI,MI1,Central,Heartland
26065,Ingham County,Michigan,MI,MI3,Central,Heartland
26077,Kalamazoo County,Michigan,MI,MI3,Central,Heartland
26093,Livingston County,Michigan,MI,MI2,Central,Heartland
26145,Saginaw County,Michigan,MI,MI3,Central,Heartland
26021,Berrien County,Michigan,MI,MI2,Central,Heartland
26121,Muskegon County,Michigan,MI,MI3,Central,Heartland
26139,Ottawa County,Michigan,MI,MI1,Central,Heartland
26147,St. Clair County,Michigan,MI,MI1,Central,Heartland
26025,Calhoun County,Michigan,MI,MI1,Central,Heartland
26005,Allegan County,Michigan,MI,MI1,Central,Heartland
26045,Eaton County,Michigan,MI,MI3,Central,Heartland
26017,Bay County,Michigan,MI,MI2,Central,Heartland
26075,Jackson County,Michigan,MI,MI3,Central,Heartland
26091,Lenawee County,Michigan,MI,MI2,Central,Heartland
26055,Grand Traverse County,Michigan,MI,MI2,Central,Heartland
26115,Monroe County,Michigan,MI,MI1,Central,Heartland
26037,Clinton County,Michigan,MI,MI1,Central,Heartland
26087,Lapeer County,Michigan,MI,MI3,Central,Heartland
26159,Van Buren County,Michigan,MI,MI2,Central,Heartland
26103,Marquette County,Michigan,MI,MI3,Central,Heartland
26155,Shiawassee County,Michigan,MI,MI1,Central,Heartland
26157,Tuscola County,Michigan,MI,MI3,Central,Heartland
26111,Midland County,Michigan,MI,MI1,Central,Heartland
26073,Isabella County,Michigan,MI,MI1,Central,Heartland
26123,Newaygo County,Michigan,MI,MI3,Central,Heartland
26067,Ionia County,Michigan,MI,MI1,Central,Heartland
26015,Barry County,Michigan,MI,MI3,Central,Heartland
26059,Hillsdale County,Michigan,MI,MI1,Central,Heartland
26107,Mecosta County,Michigan,MI,MI1,Central,Heartland
26057,Gratiot County,Michigan,MI,MI2,Central,Heartland
26033,Chippewa County,Michigan,MI,MI1,Central,Heartland
26149,St. Joseph County,Michigan,MI,MI2,Central,Heartland
26117,Montcalm County,Michigan,MI,MI3,Central,Heartland
26047,Emmet County,Michigan,MI,MI1,Central,Heartland
26165,Wexford County,Michigan,MI,MI1,Central,Heartland
26023,Branch County,Michigan,MI,MI1,Central,Heartland
26061,Houghton County,Michigan,MI,MI2,Central,Heartland
26151,Sanilac County,Michigan,MI,MI2,Central,Heartland
26041,Delta County,Michigan,MI,MI1,Central,Heartland
26027,Cass County,Michigan,MI,MI1,Central,Heartland
26031,Cheboygan County,Michigan,MI,MI1,Central,Heartland
26137,Otsego County,Michigan,MI,MI3,Central,Heartland
26133,Osceola County,Michigan,MI,MI2,Central,Heartland
26063,Huron County,Michigan,MI,MI2,Central,Heartland
26069,Iosco County,Michigan,MI,MI2,Central,Heartland
26129,Ogemaw County,Michigan,MI,MI1,Central,Heartland
26007,Alpena County,Michigan,MI,MI2,Central,Heartland
26089,Leelanau County,Michigan,MI,MI1,Central,Heartland
26079,Kalkaska County,Michigan,MI,MI3,Central,Heartland
26109,Menominee County,Michigan,MI,MI3,Central,Heartland
26019,Benzie County,Michigan,MI,MI2,Central,Heartland
26029,Charlevoix County,Michigan,MI,MI1,Central,Heartland
26039,Crawford County,Michigan,MI,MI2,Central,Heartland
26105,Mason County,Michigan,MI,MI2,Central,Heartland
26035,Clare County,Michigan,MI,MI2,Central,Heartland
26053,Gogebic County,Michigan,MI,MI1,Central,Heartland
26101,Manistee County,Michigan,MI,MI3,Central,Heartland
26127,Oceana County,Michigan,MI,MI2,Central,Heartland
26043,Dickinson County,Michigan,MI,MI3,Central,Heartland
26051,Gladwin County,Michigan,MI,MI1,Central,Heartland
26011,Arenac County,Michigan,MI,MI2,Central,Heartland
26085,Lake County,Michigan,MI,MI1,Central,Heartland
26009,Antrim County,Michigan,MI,MI3,Central,Heartland
26143,Roscommon County,Michigan,MI,MI3,Central,Heartland
26119,Montmorency County,Michigan,MI,MI2,Central,Heartland
26001,Alcona County,Michigan,MI,MI2,Central,Heartland
26113,Missaukee County,Michigan,MI,MI2,Central,Heartland
26003,Alger County,Michigan,MI,MI1,Central,Heartland
26141,Presque Isle County,Michigan,MI,MI3,Central,Heartland
26097,Mackinac County,Michigan,MI,MI1,Central,Heartland
26071,Iron County,Michigan,MI,MI2,Central,Heartland
26135,Oscoda County,Michigan,MI,MI1,Central,Heartland
26013,Baraga County,Michigan,MI,MI3,Central,Heartland
26131,Ontonagon County,Michigan,MI,MI3,Central,Heartland
26153,Schoolcraft County,Michigan,MI,MI3,Central,Heartland
26095,Luce County,Michigan,MI,MI2,Central,Heartland
26083,Keweenaw County,Michigan,MI,MI3,Central,Heartland
55079,Milwaukee County,Wisconsin,WI,WI2,Central,Heartland
55025,Dane County,Wisconsin,WI,WI3,Central,Heartland
55133,Waukesha County,Wisconsin,WI,WI3,Central,Heartland
55009,Brown County,Wisconsin,WI,WI3,Central,Heartland
55101,Racine County,Wisconsin,WI,WI2,Central,Heartland
55059,Kenosha County,Wisconsin,WI,WI1,Central,Heartland
55139,Winnebago County,Wisconsin,WI,WI2,Central,Heartland
55105,Rock County,Wisconsin,WI,WI1,Central,Heartland
55131,Washington County,Wisconsin,WI,WI3,Central,Heartland
55039,Fond du Lac County,Wisconsin,WI,WI3,Central,Heartland
55073,Marathon County,Wisconsin,WI,WI3,Central,Heartland
55127,Walworth County,Wisconsin,WI,WI2,Central,Heartland
55087,Outagamie County,Wisconsin,WI,WI2,Central,Heartland
55071,Manitowoc County,Wisconsin,WI,WI1,Central,Heartland
55035,Eau Claire County,Wisconsin,WI,WI1,Central,Heartland
55055,Jefferson County,Wisconsin,WI,WI1,Central,Heartland
55097,Portage County,Wisconsin,WI,WI1,Central,Heartland
55063,La Crosse County,Wisconsin,WI,WI1,Central,Heartland
55117,Sheboygan County,Wisconsin,WI,WI2,Central,Heartland
55141,Wood County,Wisconsin,WI,WI2,Central,Heartland
55089,Ozaukee County,Wisconsin,WI,WI1,Central,Heartland
55021,Columbia County,Wisconsin,WI,WI2,Central,Heartland
55015,Calumet County,Wisconsin,WI,WI2,Central,Heartland
55027,Dodge County,Wisconsin,WI,WI2,Central,Heartland
55095,Polk County,Wisconsin,WI,WI1,Central,Heartland
55005,Barron County,Wisconsin,WI,WI3,Central,Heartland
55109,St. Croix County,Wisconsin,WI,WI2,Central,Heartland
55111,Sauk County,Wisconsin,WI,WI3,Central,Heartland
55075,Marinette County,Wisconsin,WI,WI1,Central,Heartland
55043,Grant County,Wisconsin,WI,WI2,Central,Heartland
55045,Green County,Wisconsin,WI,WI2,Central,Heartland
55033,Dunn County,Wisconsin,WI,WI3,Central,Heartland
55017,Chippewa County,Wisconsin,WI,WI2,Central,Heartland
55085,Oneida County,Wisconsin,WI,WI2,Central,Heartland
55081,Monroe County,Wisconsin,WI,WI2,Central,Heartland
55115,Shawano County,Wisconsin,WI,WI1,Central,Heartland
55135,Waupaca County,Wisconsin,WI,WI3,Central,Heartland
55083,Oconto County,Wisconsin,WI,WI3,Central,Heartland
55031,Douglas County,Wisconsin,WI,WI1,Central,Heartland
55137,Waushara County,Wisconsin,WI,WI3,Central,Heartland
55057,Juneau County,Wisconsin,WI,WI1,Central,Heartland
55123,Vernon County,Wisconsin,WI,WI2,Central,Heartland
55029,Door County,Wisconsin,WI,WI2,Central,Heartland
55093,Pierce County,Wisconsin,WI,WI1,Central,Heartland
55067,Langlade County,Wisconsin,WI,WI3,Central,Heartland
55023,Crawford County,Wisconsin,WI,WI3,Central,Heartland
55003,Ashland County,Wisconsin,WI,WI2,Central,Heartland
55019,Clark County,Wisconsin,WI,WI3,Central,Heartland
55047,Green Lake County,Wisconsin,WI,WI3,Central,Heartland
55061,Kewaunee County,Wisconsin,WI,WI2,Central,Heartland
55001,Adams County,Wisconsin,WI,WI3,Central,Heartland
55007,Bayfield County,Wisconsin,WI,WI1,Central,Heartland
55121,Trempealeau County,Wisconsin,WI,WI1,Central,Heartland
55069,Lincoln County,Wisconsin,WI,WI3,Central,Heartland
55013,Burnett County,Wisconsin,WI,WI3,Central,Heartland
55119,Taylor County,Wisconsin,WI,WI2,Central,Heartland
55053,Jackson County,Wisconsin,WI,WI2,Central,Heartland
55077,Marquette County,Wisconsin,WI,WI1,Central,Heartland
55125,Vilas County,Wisconsin,WI,WI3,Central,Heartland
55049,Iowa County,Wisconsin,WI,WI3,Central,Heartland
55065,Lafayette County,Wisconsin,WI,WI3,Central,Heartland
55107,Rusk County,Wisconsin,WI,WI1,Central,Heartland
55011,Buffalo County,Wisconsin,WI,WI2,Central,Heartland
55103,Richland County,Wisconsin,WI,WI2,Central,Heartland
55113,Sawyer County,Wisconsin,WI,WI1,Central,Heartland
55129,Washburn County,Wisconsin,WI,WI3,Central,Heartland
55041,Forest County,Wisconsin,WI,WI3,Central,Heartland
55091,Pepin County,Wisconsin,WI,WI1,Central,Heartland
55099,Price County,Wisconsin,WI,WI3,Central,Heartland
55051,Iron County,Wisconsin,WI,WI3,Central,Heartland
55037,Florence County,Wisconsin,WI,WI3,Central,Heartland
55078,Menominee County,Wisconsin,WI,WI3,Central,Heartland
40109,Oklahoma County,Oklahoma,OK,OK1,Central,Plains
40143,Tulsa County,Oklahoma,OK,OK3,Central,Plains
40027,Cleveland County,Oklahoma,OK,OK1,Central,Plains
40017,Canadian County,Oklahoma,OK,OK2,Central,Plains
40125,Pottawatomie County,Oklahoma,OK,OK2,Central,Plains
40037,Creek County,Oklahoma,OK,OK2,Central,Plains
40119,Payne County,Oklahoma,OK,OK2,Central,Plains
40101,Muskogee County,Oklahoma,OK,OK3,Central,Plains
40031,Comanche County,Oklahoma,OK,OK1,Central,Plains
40051,Grady County,Oklahoma,OK,OK3,Central,Plains
40131,Rogers County,Oklahoma,OK,OK1,Central,Plains
40019,Carter County,Oklahoma,OK,OK3,Central,Plains
40113,Osage County,Oklahoma,OK,OK3,Central,Plains
40021,Cherokee County,Oklahoma,OK,OK2,Central,Plains
40145,Wagoner County,Oklahoma,OK,OK3,Central,Plains
40047,Garfield County,Oklahoma,OK,OK2,Central,Plains
40079,Le Flore County,Oklahoma,OK,OK1,Central,Plains
40147,Washington County,Oklahoma,OK,OK3,Central,Plains
40013,Bryan County,Oklahoma,OK,OK1,Central,Plains
40121,Pittsburg County,Oklahoma,OK,OK2,Central,Plains
40083,Logan County,Oklahoma,OK,OK1,Central,Plains
40115,Ottawa County,Oklahoma,OK,OK3,Central,Plains
40123,Pontotoc County,Oklahoma,OK,OK2,Central,Plains
40135,Sequoyah County,Oklahoma,OK,OK3,Central,Plains
40039,Custer County,Oklahoma,OK,OK1,Central,Plains
40111,Okmulgee County,Oklahoma,OK,OK2,Central,Plains
40041,Delaware County,Oklahoma,OK,OK3,Central,Plains
40049,Garvin County,Oklahoma,OK,OK1,Central,Plains
40071,Kay County,Oklahoma,OK,OK2,Central,Plains
40065,Jackson County,Oklahoma,OK,OK2,Central,Plains
40087,McClain County,Oklahoma,OK,OK2,Central,Plains
40133,Seminole County,Oklahoma,OK,OK3,Central,Plains
40137,Stephens County,Oklahoma,OK,OK3,Central,Plains
40091,McIntosh County,Oklahoma,OK,OK2,Central,Plains
40009,Beckham County,Oklahoma,OK,OK3,Central,Plains
40097,Mayes County,Oklahoma,OK,OK3,Central,Plains
40089,McCurtain County,Oklahoma,OK,OK2,Central,Plains
